recid,givenname,surname,suburb,pc
5458345,mychi,petkovski,port kembla,2505
453041,jann,opella,menai,2234
3647922,gillian,tiley-evans,bentley,6102
5224179,kevin,batts,lake cathie,2445
1829300,lisa,mizza,dianella,6059
3803574,roslyn,cowley,north richmond,2754
4286910,catherine,douglas,jannali,2226
371136,kam,luca,preston,3072
1812936,philip,kirkbride,nilma,3821
4467146,vanessa,giovanof,trafalgar,3824
4253431,cindy,fox,loganlea,4131
3942862,maree,bosman,granville,2142
5491156,thomas,keightley,tin can bay,4580
5818841,vicki,halim,canley heights,2166
2951644,ruth,ebrill,corrimal,2518
4704740,on,goodman,kairi,4872
6302182,robert,weston,moana,5169
3828206,lois,gallop,leopold,3224
3721128,stephen,amato,kardinya,6163
739826,darren,mcleod,daylesford,3460
3918323,victoria,hollyman,burpengary,4505
6785532,clive,ashworth,roselands,2196
2353665,david,rayner,balwyn north,3104
3082755,sharon,mangano,wavell heights,4012
3279367,neisha,sutherland,robertson,2577
1862153,jennifer,twigg-patterson,stirling,2611
4557911,shauna,blake,chuwar,4306
1460749,hiyasmin,mason,robina,4226
1780240,clare,vincent,urunga,2455
1845784,lynn,keogh,mooloolaba,4557
6089241,joseph,brooks,findon,5023
3222042,sheryl,joyce,batehaven,2536
5261851,andrea,wyrwich,rochedale south,4123
1288733,jacqueline,hunter,charlestown,2290
6689259,judith,seget,windsor,2756
2853408,anthony,waugh,hallett cove,5158
6031908,helen,hoare,logan village,4207
1813030,patricia,riedyk,bayonet head,6330
3828267,pamela,seargeant,south yarra,3141
2394670,john,rixon,biloela,4715
4958767,margaret,ratharanjithan,wantirna south,3152
3009073,michael,skeers,redcliffe,6104
5671474,jeanette,craig,medina,6167
6015541,surya,song,eastwood,2122
2976312,drazenka,murphy,darraweit guim,3756
84541,julie,tamhane,ashfield,2131
5352000,david,swallow,nambour,4560
1530976,antonia,sherlock,serpentine,6125
1406731,patrick,sleiman,smithfield,2164
1649220,petra,worland,moorooka,4105
6654536,margaret,bennett,enfield,2136
4221516,pauline,gladman,sunnybank hills,4109
6228557,chinyen,marendaz,marshall,3216
4213331,jennifer,huxtable,port noarlunga,5167
4237916,michael,love,south townsville,4810
3074657,rosario,king,malabar,2036
641641,stephen,robinson,revesby,2212
6302314,urszula,chan,heathmont,3135
428652,alfredo,wilson,east melbourne,3002
6130285,stuart,silvia,kenthurst,2156
2255471,mohammed,tremble,everton park,4053
1460848,kenneth,turner,bendigo,3550
1034867,david,francis,greenbank,4124
3263094,graeme,capper,jerrabomberra,2619
6507128,ian,honeine,bexley,2207
4123258,arthur,hunter,mitchell park,5043
1837693,matthew,coles,dee why,2099
6433410,carolyn,smith,wesburn,3799
5017924,wayne,tadich,moorooduc,3933
2919049,francis,benham,bellarine,3221
3541643,danielle,reid,cessnock,2325
2067086,bryan,vidorin,virginia,5120
4319892,robert,wszola,wembley,6014
3705496,zvonimir,dudley,sans souci,2219
3394201,joseph,cameron,longwood,3665
5769883,geoffery,ivandich,coolbinia,6050
453280,lorraine,langford,baulkham hills,2153
4590241,harry,rieger,eildon,3713
2525870,barbara,ryan,katoomba,2780
2034351,edward,szabo,gosford,2250
6294192,janice,christian,windaroo,4207
305841,reider,matthews,casino,2470
1428149,angela,lim,kew,3101
2247351,jodee,gleeson,tweed heads south,2486
608952,angela,lankenau,maslin beach,5170
6122172,sharon,maher,leichhardt,2040
2493119,rodney,croake,windeyer,2850
1395395,karen,forsyth,shelley,6148
1395396,jose,triantafyllidis,alphington,3078
4229833,diane,cornish,collinsvale,7012
3275895,joyce,harrington,marrar,2652
781012,pasquale,lovalvo,lalor,3075
92894,suhag,white,blakehurst,2221
1632991,julie,backhouse,attadale,6156
4704996,andrew,mellon,greenfields,6210
5679845,jacqueline,creek,haven,3401
2673384,daphne,nuttman,mansfield,3724
1968873,suzanne,johnstone,broken hill,2880
4934378,john,hart,chelsea,3196
5909227,janice,gross,allenby gardens,5009
2951918,michael,castle,shailer park,4128
4737779,julie,bermingham,broken hill,2880
4751828,leigh,kemsley,san remo,2262
3161215,elaine,sackville,caulfield,3162
5409533,diane,wilson,brown hill,3350
4958980,mark,rowles,corrimal,2518
1583886,wilhelm,horton,brighton,3186
2321170,kenneth,chowdhury,maroubra,2035
6794003,norma,innes,mount pleasant,2749
4926229,hsinping,pellicano,bunbury east,6230
584470,farley,hedley,karratha,6714
6777624,xinqiu,weston,eaglehawk,3556
1092377,lionel,hua,st albans,3021
1272607,thi,wykes-herbert,gunning,2581
2492208,jeffrey,randall,surry hills,2010
6507300,christopher,barrie,ningi,4511
4909864,anna,menear,berowra,2081
3746602,prometeo,hollingsworth,bairnsdale,3875
437035,ashley,mitrovic,bexley,2207
3771187,damien,nalbandian,east lindfield,2070
4156214,marsha,o'shea,blue haven,2262
5688458,jean,cusack,ramsgate,2217
5892926,barbara,scott,broken hill,2880
6892351,dong,xing,ashfield,2131
158538,marilyn,stevenson,tamworth,2340
4901715,emmanuel,deftereos,preston,3072
3312468,john,page,joondalup,6027
822102,paul,jones,nandi,4405
2960222,julie,fraser,mooloolaba,4557
314208,geoffrey,finnerty,dingley village,3172
1993569,james,gonano,kingsgrove,2208
2706275,anne,apelt,robina,4226
5540708,narelle,willadsen,yagoona,2199
3492710,charles,rose,cooma,2630
2320188,claire,roth,bellenden ker,4871
1420139,bradley,stark,kaleen,2617
3926893,john,caines,glenburnie,5291
1239918,wendy,alcalde,merrylands,2160
5032817,shuk,cowan,glenfield,2167
3517302,barry,booker,maffra,3860
3836792,raylene,rendell,scarborough,4020
1010554,rachel,hogan,dubbo,2830
1944443,christine,edwards,beverley,6304
4139904,shiralee,duggan,watson,2602
772995,peter,lloyd,st andrews beach,3941
985990,carmen,stojanozic,armadale,3143
5950343,melissa,nevett,brighton,3186
387977,darija,burrows,doncaster,3108
592779,josko,reddy,northmead,2152
306060,joann,grohn,pacific haven,4659
5606293,andrew,dlugosz,wodonga,3690
625561,jeffery,katsiotis,randwick,2031
6523802,victoria,kalapesi,thirroul,2515
1405425,david,edwards,st clair,2759
682920,mary,wundke,brighton,5048
2583467,patricia,pattison,narre warren,3805
2626034,rebecca,williams,ballarat,3350
3148718,glenn,higgins,seacliff,5049
760989,wendy,nichols,gundowring,3691
5925813,vernancia,king,hallam,3803
1354679,inderjit,james,north bondi,2026
4656056,michael,darcy,forster,2428
3681209,dyana,murdoch,toukley,2263
3386302,john,inga,maylands,6051
142275,kim,wood,gulgong,2852
576452,julie,rogers,smithfield,4878
4787146,josephine,nottage,burnside,5066
797643,patricia,normand,noosaville,4566
4942797,angela,armstrong,cootamundra,2590
4893649,ingrid,whiteman,caringbah,2229
2984914,irene,bloom,middle cove,2068
6597589,phillip,mckane,lara,3212
5491672,ruth,lockwood,boggabri,2382
4238500,louma,robertson,numurkah,3636
232410,mei,thorp,panania,2213
1879003,pauline,huckel,pinnaroo,5304
1379301,edith,pennels,hunters hill,2110
6450152,andy,connor,north adelaide,5006
3664874,anna,mcdonald,kenwick,6107
5975021,martin,carney,keith hall,2478
2018290,david,connor,mount gravatt,4122
3263475,dimitrios,d'alessandro,oakleigh,3166
2698230,gato,dodd,coffs harbour,2450
814074,norma,gason,wantirna south,3152
3992572,shirley,goodwin,toowoomba,4350
1444864,gregory,lueders,altona meadows,3028
912389,kyung,elton,corop,3559
5803018,beryl,waters,parmelia,6167
2976779,stephen,sargood,yamanto,4305
5671953,emmanuel,wilson,paddington,2021
847741,angela,mapp,pymble,2073
4205591,betty,beale,fairlight,2094
6442016,lola,tucker,anglesea,3230
5581857,louise,rivet,greystanes,2145
158756,quentin,johnstone,allansford,3277
6122534,kieran,sleeman,mooroolbark,3138
5606439,laura,scott,lithgow,2790
4353065,nellie,sta maria,girrawheen,6064
68650,eric,faure-field,benowa,4217
1051691,robert,luke,benowa,4217
543788,john,richards,wilton,2571
3894317,karen,rowan,hornsby,2077
4205615,maureen,baker,west beach,5024
1186995,greg,magee,moonee ponds,3039
3435573,aziz,borba,bondi,2026
1592385,katarina,potter,kurmond,2757
5229638,susanne,hurt,nowergup,6032
2264139,heidi,liambas,lower templestowe,3107
3607630,wendy,cornish,copacabana,2251
3279951,juliet,warsaa,lakemba,2195
2582371,jessie,wyman,revesby,2212
5442644,sally,cobb,matraville,2036
5991509,davina,kerr,burrell creek,2429
601174,kenneth,partridge,deer park,3023
126039,patrick,davis,kingston,7051
5729369,virginia,bissell,melton,3337
4680797,kaaryn,dufty,doncaster east,3109
4484191,william,xie,bexley,2207
4934755,donald,mac artney,kirwan,4817
2968679,roger,baxter,currumbin waters,4223
2305129,joanne,baker,lane cove,2066
3917671,annamaria,ryan,nairne,5252
5262445,anthony,johnson,condell park,2200
6327409,helen,sell,holt,2615
4287610,jun,jee,eight mile plains,4113
2457877,theodora,whitfield,noosaville,4566
6376583,christine,yetfoy,bankstown,2200
5581961,lane,lawrence,helensvale,4210
3894410,wendy,mccartney,crib point,3919
5209282,susan,brown,tregear,2770
5221518,jeanette,turco,toolleen,3551
3140751,genevieve,atkins,narrogin,6312
5278867,neil,yates,waverley,2024
1666199,allan,buruma,mooroolbark,3138
3599513,evonne,wynd,bentleigh,3204
117917,melissa,sheedy,kealba,3021
363678,tanya,rutter,jindalee,4074
4000932,mabel,mclaughlin,concord west,2138
112497,ann,bowerman,devonport east,7310
2968752,rhonda,donnelly,cheltenham,3192
4484273,chad,timpson,terang,3264
5491891,richard,greene,mount waverley,3149
863415,hans,melbraaten,elwood,3184
2133186,michelle,watson,gooloogong,2805
6704323,jeffrey,bennett,lisarow,2250
4492491,arjun,edwards,boyne island,4680
5622998,bjorn,cameron,yowie bay,2228
4435159,ela,giallourakis,cowra,2794
650456,john,donnelly,farleigh,4741
6106335,leonard,parkin,east sydney,2010
6279926,jill,fletcher,invermay,7248
2469090,adrian,teitz,blackburn,3130
4254949,john,babic,stanley,3747
4074728,kathleen,vincan,altona north,3025
2583791,bang,wilton,parkville,2337
150768,barbara,sanders,paddington,2021
3140851,colin,beverley,labrador,4215
3173622,picksim,astill,orange,2800
3256873,wistin,mcdermott,tamworth,2340
5811448,john,cook,lismore south,2480
4689150,joan,nguyen,alexandria,2015
5582079,alison,baker,albert,2873
6358912,rowena,cheung,donvale,3111
23570,malcolm,vandenberghe,mudjimba,4564
5942532,marian,mccallum,springvale,3171
1232815,michael,guyler,beaumaris,3193
748806,michael,mortimer,lane cove west,2066
1297673,alan,jeffries,condobolin,2877
1502474,valerie,adams,moree,2400
6212875,anna,ware,mackay north,4740
6393101,kylie,male,vermont south,3133
453904,juliana,eddy,mathoura,2710
1846550,john,scarfe,halls head,6210
4713751,vernon,trost,sheffield,7306
691482,kim,thomas,proserpine,4800
2501915,su,skipworth,mitchelton,4053
5360924,dorothy,boehm,swan hill,3585
5917982,cham,hawthorne,waitara,2077
2436392,stella,ray,hay,2711
2960682,joseph,bicknell,avalon,2107
4214060,anello,nguyen,mitchelton,4053
5705014,sonja,masterton,point lonsdale,3225
77115,eun,schneider,labrador,4215
4418881,phillip,baillon,lynbrook,3975
5687179,alice,thapa,moorooka,4105
4894022,annette,henderson,hawthorne,4171
5696839,pauline,anderson,main beach,4217
5369160,roy,wilkinson,ellenbrook,6069
5329738,nora,houlahan,merriwa,2329
6090063,karen,pezet,emerald,4720
1543507,john,bisschops,malaga,6090
2880697,maria,shepherd,morpeth,2321
6778221,gwendoline,huynh,fairfield,2165
5123304,susan,snashall,chelsea,3196
1330546,mark,cuthel,thornlie,6108
4279673,graham,clarke,mayfield,2304
3763580,michael,raftopoulos,wheelers hill,3150
2739582,alan,johnson,nedlands,6009
4548501,margaret,croft,teralba,2284
1453441,william,maton,emu plains,2750
4885894,ha,birks,forster,2428
2936200,hugh,pickering,majorca,3465
36233,sarahjane,russo,ingham,4850
5836172,patrick,quinn,the entrance,2261
6647183,lauris,grimbly,beaconsfield,6162
1346961,michael,tribbeck,largs north,5016
1330580,alison,raxworthy,swan view,6056
1256853,wendy,ringwood,colonel light gardens,5041
4188057,shirley,wadwell,caroona,2343
4652272,mary,sukroo,springwood,4127
5541282,roger,newbery,hurstville,2220
4378033,philip,mcsweeney,sunnybank hills,4109
5549492,judith,oborne,cape otway,3233
6358943,john,hangan,baulkham hills,2153
6794687,hue,whiteway,melrose park,5039
4697536,mariem,king,shellharbour,2529
2903494,nozomi,knight,swan view,6056
4738504,john,fleetwood,moorooka,4105
6581706,josephine,capper,rosebery,0832
6246989,rex,browne,everton park,4053
2256341,anupam,thompson,dubbo,2830
4477570,john,dunne,broken hill,2880
3165657,darren,robinson,bobs farm,2316
110043,sandra,henning,clovelly,2031
4976095,christine,bogina,bundoora,3083
5164513,tony,brosnan,wonthaggi,3995
2170107,drew,loy,edensor park,2176
6580134,michael,roberts,charmhaven,2263
2182630,kathleen,wilesmith,balgowlah,2093
4500970,mark,houston,ashgrove,4060
4050414,john,dixon,mitchelton,4053
5572520,elaine,norris,herne hill,3218
6295034,steven,smarrelli,docklands,3008
4648443,janet,penfold,ashgrove,4060
5565949,margaret,o'halloran,mansfield,3724
6041104,tanya,wallace,norseman,6443
6663699,annette,nadira,bonbeach,3196
3754635,derek,puls,milawa,3678
978460,geoffrey,callaghan,kurri kurri,2327
1256991,leanne,tadic,cecil park,2171
1306146,heather,kaman,meadow heights,3048
6680100,wayne,burns,mackay north,4740
2108970,harry,gordon,ringwood east,3135
2715185,laurence,andrada,preston,3072
3105477,marie,mietzke,belfield,2191
208437,patrick,clanchy,kippa-ring,4021
1461818,raymond,morabito,harvey,6220
6704700,catherine,ivan,mindarie,6030
6057533,steven,walker,spearwood,6163
1079221,susan,jones,warwick,4370
2862657,brian,dowling,davoren park,5113
3050763,brian,stewart,palmyra,4751
2092613,roderick,black,shelley,6148
1838403,susan,papanikolopouls,mount waverley,3149
740939,bruno,christofis,st marys,2760
1797709,nellie,white,bradbury,2560
2636292,graham,wilson,bergalia,2537
2420304,kym,chapman,carnegie,3163
3755601,pamela,arnold,annandale,4814
306785,louise,chapman,greenwich,2065
3121766,john,doult,elizabeth downs,5113
4812393,harry,pini,williamsdale,2620
5213808,lara,michaelides,morwell,3840
994932,susanne,jardine,alexandra hills,4161
2313845,peter,fisher,newport,2106
853952,christine,michelle,mount eliza,3930
5303939,russell,naufahu,airds,2560
2199173,sheila,corica,home hill,4806
2576023,william,macdonald,greenwich,2065
5230233,colin,taylor,galston,2159
536218,mary,forster,greenslopes,4120
4038871,graziella,brown,wantirna,3152
6049447,patricia,robinson,towradgi,2518
1731868,virainder,wurst,paringa,5340
634542,jill,mayne,henley beach south,5022
3853999,anthony,eloise,caroline springs,3023
4878003,philip,mance,tootgarook,3941
6819511,janine,scheiner,davidson,2085
2395834,geralda,roach,hawthorn,3122
224955,yanjuan,brown,quinns rocks,6030
6270652,heldita,morris,cedar grove,4285
4607683,rajah,motton,lang lang,3984
814790,john,oshana,prairiewood,2176
5607123,peter,astill,coonamble,2829
1789660,kenneth,byrne,dianella,6059
5656290,yi,pascual,glendenning,2761
3157735,paul,mani,diamond creek,3089
2150125,cecilia,bigg,darwin,0800
1989530,joanne,ip,narwee,2209
5788285,gwenda,wain,brovinia,4626
6729000,alexander,graham,blairgowrie,3942
3206898,romeo,hood,padthaway,5271
1740532,william,macedo,sutherland,2232
4533546,kerryn,reid,whyalla stuart,5608
2903807,spiro,hanson,budgewoi,2262
5771011,ashley,hodson,eltham,3095
1101575,sarah,kearns,victor harbor,5211
847628,lynden,pallier,maylands,6051
1323650,hing,boucherd,strathalbyn,6530
175886,dorothy,jones,engadine,2233
1691418,judith,rowston,laverton,3028
2674459,edward,chen,kogarah,2217
683804,minas,hanson,rockingham,6168
6319911,amanda,hawker,maroochydore,4558
1093420,zhong,bakonski,fairfield heights,2165
4861742,julie,hawkins,bayswater,6053
2705373,norm,washington,christies beach,5165
2174768,maria,cross,kew,3101
2404148,jennifer,parry,east launceston,7250
6557499,ila,crichton,cranbourne west,3977
4706111,ten,semionov,worongary,4213
1683264,amanda,macgowan,karratha,6714
5099330,susan,ketchell,buccan,4207
3297109,ronald,cowley,macquarie,2614
5181270,jessie,bailey,ballarat,3350
1191768,joanne,gough,currajong,4812
5115737,yvonne,wilson,lockleys,5032
5353312,margherita,carter,seaton,5023
1199970,heather,clune,nambour,4560
3878755,ronald,oldenborg,inala,4077
3534692,mary,moraitis,st kilda,3182
85862,adam,fetterplace,osterley,2324
3583850,ronda,mathews,brighton,3186
5369709,gary,scarff,melton south,3338
769341,moya,atmore,wentworth falls,2782
4951920,leanne,wain,burleigh heads,4220
6729589,joanne,christopher,glebe,2037
2920313,nga,lau,ashfield,2131
2961277,peter,rawady,yarrambat,3091
5577465,andre,tang,eagleby,4207
2551680,betty,day,glengowrie,5044
2953093,nola,malcolm,stockton,2295
4394305,trevor,duggan,west launceston,7250
692104,richard,hahn,five dock,2046
3125130,fatima,boon,hilton,5033
2387851,anne,winship,berwick,3806
5713811,leonard,clarke,queanbeyan,2620
323477,terence,douma,bentleigh east,3165
1961879,nichole,quinton,rossi,2621
749466,jonathon,smith,ballina east,2478
3690397,jason,flitcroft,stafford,4053
3697990,brad,elliott,riddells creek,3431
2813864,stephanie,boddy,grange,4051
1355689,milton,young,dingley village,3172
5877674,robin,caputo,keilor downs,3038
5476267,kellie,o'connor,whitfield,4870
135087,thanh,chivers,ellerslie,3265
896945,hannah,butler-madden,mirrabooka,6061
2876062,marie,gui,chester hill,2162
3329976,bryson,pitt,lucindale south,5272
1060794,nikolaus,vegar,annandale,4814
5564352,malcolm,ladely,jabiru,0886
413637,mina,goodwin,cessnock,2325
1601482,catherine,martin,kotara,2289
1503180,ann,shortman,greenwith,5125
2592720,lisa,panagopoulos,coconut grove,0810
1374200,daniele,pini,proserpine,4800
6500310,gai,amos,smithton,7330
905178,susan,tran,homebush west,2140
6156255,brendan,griffiths,macleod,3085
4222946,michael,samaraooeera,castle hill,2154
438244,veronica,kelly,waratah,2298
6492135,mark,walter,spalding,6530
5623788,edith,smith,foster,3960
6451181,geoffrey,maxwell,dapto,2530
700398,wendy,ward,ararat,3377
1822706,katherine,loganathan,toongabbie,2146
4657139,nora,barr,timboon,3268
6871038,linda,carrolan,trafalgar,3824
2068470,elizabeth,mitchell,westleigh,2120
6115321,simon,austin,whyalla stuart,5608
1495035,pamela,williams,caringbah,2229
4977322,katherine,hargreaves,breakwater,3219
5320709,annemaree,bandarian,st ives,2075
5386247,patrick,preiss,glenelg north,5045
5574666,rodney,deed,salisbury north,5108
2912269,john,mcdonnell,mortdale,2223
6475794,suzanne,hirini,cooloongup,6168
938009,leone,walpole,jandowae,4410
6443034,miriam,lockley,thornton,2322
4632603,sidney,howlett,warrnambool,3280
3264542,corey,bowles,epsom,3551
4919327,kirsty,irvine,thorneside,4158
3960866,helen,cetinic,hamilton hill,6163
2961450,camelia,jackson,finley,2713
3231796,owen,lewis,berowra heights,2082
4485174,raymond,fernbach,geelong,3220
3864921,mark,connolly,glen waverley,3150
6254659,jan,argieri,greensborough,3088
307271,susan,gerakios,maroubra,2035
5509197,christine,matthews,villawood,2163
847952,adrian,rodier,kew east,3102
5959761,olga,gatt,woy woy,2256
1814610,albert,sargent,canowindra,2804
21250,jalour,parfitt,gutchy,4650
6344793,vincent,billett,burleigh waters,4220
151652,peter,phelan,wonga park,3115
3403881,hans,pavey,kahibah,2290
3879025,terrence,le page,cheltenham,3192
1716340,susan,beams,wattle grove,2173
413817,winifred,irving-dusting,strathfieldsaye,3551
2494590,barbara,partridge,kyabram,3620
1265791,dulcie,forrester,macksville,2447
5304448,john,bird,windale,2306
2899546,wing,clarke,salisbury,4107
5361803,gavin,bruce,thornbury,3071
1536140,edward,o'kane,the gap,4061
3588805,sharon,bayes,avoca,7213
1970338,warren,higgins,goolwa,5214
337947,una,mellross,point lonsdale,3225
561321,william,jayne,middle park,4074
3928235,nu,oh,middle park,3206
2740398,ronald,somerville,kergunyah,3691
5517490,noel,bruce,randwick,2031
4279,elaine,maher,oatlands,2117
3174587,carolyn,kudrich,darlington,6070
4763843,evelyn,venus,gooseberry hill,6076
2448759,louis,taylor,oatley,2223
5779664,maureen,heath,heddon greta,2321
3232462,barbara,gameau,golden grove,5125
618712,colin,cools,blaxland,2774
2060506,mary,derepas,bondi junction,2022
1102045,nicole,marcuson,waverley,2024
2404576,anthony,trickett,westmead,2145
1929441,john,basham,camp hill,4152
1577187,kathryn,perry,eglinton,2795
4428005,jeffrey,pelecanos,toowong,4066
3838193,margaret,hayward,pascoe vale,3044
1724664,paul,richards,new lambton,2305
6516986,pamela,clarke,larrakeyah,0820
610557,bernice,de vries,mansfield,4122
1110275,maria,kemmis,baulkham hills,2153
5198088,jeffrey,simic,noble park,3174
6533385,susan,barnard,taree,2430
1478931,robert,brown,woolloongabba,4102
4018253,elizabeth,phillips,clayton south,3169
6574364,cliff,low,armidale,2350
553246,dean,le rossignol,cygnet,7112
2404640,leonie,harris,seaspray,3851
2502949,ian,barton,minyama,4575
4390,minhtri,bicket,calwell,2905
5886247,peter,hutchinson,bateman,6150
4395304,anneika,pickworth,alexandra hills,4161
979241,stefano,antonicelli,preston,3072
3428650,canh,quay,east lindfield,2070
20779,howard,chancellor,surrey hills,3127
5329197,david,mollart,gosford east,2250
4911406,timothy,mckeon,narromine,2821
5697849,wayne,nolan,mutarnee,4816
5902651,jeanne,graves,kilsyth,3137
5846149,geoffrey,bulger,yorkeys knob,4878
4419906,doreen,daw,katherine,0850
4026691,brian,ravenscroft,moonta bay,5558
307524,kazuyo,mccoll,nerang,4211
6091088,malcolm,noack,truro,5356
5689682,robert,sleeman,thirlmere,2572
3780952,salvatore,elliott,donald,3480
5886298,desmond,baldwin,parkdale,3194
3304847,paul,cornish,stuart park,0820
3395940,beverley,chapman,bassendean,6054
2735506,caroline,mitrasinovich,boulder,6432
3486063,scott,caton,glen huntly,3163
168308,jian,humbley,regents park,2143
6885769,shirley,foster,patterson lakes,3197
4032578,carlos,jenson,carlisle,6101
2060687,janice,tempone,camberwell,3124
274833,richard,blackburn,vincentia,2540
5386647,gloria,cochrane,noosa heads,4567
1050692,gwendoline,lycette,bacchus marsh,3340
2681901,john,evans,wodonga,3690
2871723,juihsi,jessop,bundoora,3083
5190061,richard,hatzikourtis,bentleigh east,3165
2702749,shahida,cox,the vines,6069
5632442,gaetano,peacock,cumberland park,5041
2175420,alan,stokes,wonthella,6530
6459842,merlin,feather,epping,2121
455108,suzanne,fardon,neville,2799
738038,robyn,turner,brompton,5007
6393628,christina,dilworth,agnes water,4677
5302348,gelindo,georgievski,banksia,2216
4362698,amanda,leggo,artarmon,2064
1266124,foon,brooks,beaumaris,3193
5829070,arley,abdilla,north epping,2121
2552272,patricia,caulson,west end,4810
799188,betty,williams,melbourne,3000
668117,anthony,watts,wallaroo,5556
5452246,kerry,florimo,balcolyn,2264
258529,alan,coxhead,denham,6537
5968359,alison,giangiordano,ballajura,6066
3617256,ingrid,my,croydon,3136
5190122,alan,broadhurst,euroa,3666
6771179,chunhua,bornstein,glen iris,3146
1602033,donald,oldrey,holden hill,5088
3838450,kirsten,fechner,surfers paradise,4217
1511926,stephen,wilson,elermore vale,2287
5804536,dianne,mills,footscray west,3012
744876,dianne,swindells,claremont,7011
3707403,anne,rapaport,toorak,3142
3346957,alan,connolly,aldavilla,2440
6394384,james,gourley,jandowae,4410
3658257,shirley,statham,greensborough,3088
717338,margaret,berry,ringwood,3134
4280859,patrick,tran,oxley,4075
3944989,donald,evans,upper sturt,5156
2065157,sundip,mcgeorge,blacktown,2148
2363936,dean,scarfe,tura beach,2548
3355170,andrew,rose,ballina,2478
370779,keith,hill,mount druitt,2770
5239332,james,bentley,wynnum north,4178
4616744,vicki,liddell,greenfields,6210
1595484,kylie,welsh,upfield,3047
3830316,leonard,sargent,cobram,3644
1872444,albert,caudell,alberton,4207
1495617,frank,medway,gunning,2581
3338822,wesley,schmidt,gorokan,2263
2929228,john,lyons,tarrington,3301
2519629,alick,duffy,kerang,3579
2273872,rowena,chapple,conondale,4552
2658901,ida,morris,queens beach,4805
2306647,george,cirkic,noble park,3174
594523,peter,olden,korumburra,3950
6214236,geoff,williams,fairfield,2165
6115937,raymonde,norris,redcliffe,6104
4387428,pino,wone,molendinar,4214
2060905,lisa,hutchins,nathan,4111
5224551,irina,dungey,old noarlunga,5168
692852,androula,norwood,cronulla,2230
275067,owen,francis,glen iris,3146
5122154,ian,brown,vaucluse,2030
1258111,mae,barnes,campsie,2194
2781826,anita,wright,mount cotton,4165
2716291,julian,viglino,canterbury,2193
750358,paul,damin,fairy meadow,2519
856712,halina,owen,chirnside park,3116
397963,michael,burke,st kilda,3182
4690583,dianne,weston,newstead,4006
594588,elizabeth,ammunson,tweed heads,2485
840355,gwenda,bartley,warrandyte,3113
291495,wendy,sacco,croydon,3136
3986090,michelle,russell,bendigo,3550
5354155,john,white,stirling,2611
1012397,marilyn,bonnici,mona vale,2103
6460078,tracy,waldron,boronia,3155
1529971,kerrie,fraser,taperoo,5017
5411534,susan,belcher,charlestown,2290
4813525,thomas,nash,toowoomba,4350
1970907,stephen,ayers,bunbury,6230
3977954,donna,taplin,camden,2570
4305654,jennifer,mitchell,bega,2550
758519,michelle,lilleyman,forrestfield,6058
578296,mark,rosair,lesmurdie,6076
1372925,vanessa,lake,mordialloc,3195
3355394,gerhard,eames,lawrence,2460
6656771,mario,tevelen,kinka beach,4703
6705927,sue,anker,wangaratta east,3677
1757964,jane,mcintosh,atherton,4883
5698317,marjorie,denney,wembley downs,6019
6492942,carol,earl,devonport,7310
4829967,judith,clohesy,golden square,3555
2487056,loc,snell,kingsley,6026
1618708,quentin,ramirez,tuart hill,6060
3650326,paul,lapins,thornleigh,2120
6804253,georgina,driebeek,tumbulgum,2490
4444978,ian,colquhoun,tom price,6751
2577206,rhonda,sugars,wilson,6107
1069881,kartini,hirschi,bundoora,3083
5362486,margaret,robbie,kambah,2902
2888519,lindsay,clarke,como,6152
5509962,margaret,bugeja,raymond island,3880
6280709,yin,gardner,wellington point,4160
4453199,brenda,jaffrey,elsternwick,3185
5419858,robert,phommaly,theodore,2905
5395285,catherine,pitt,dapto,2530
832349,elke,gosper,allora,4362
3541136,keith,elsegood,semaphore park,5019
1815400,tommaso,buchanan,south melbourne,3205
5608305,peter,brooks,barooga,3644
2683766,suchintha,mainey,erina,2250
5305207,mieke,carter,pyrmont,2009
3396475,shirley,vue,belvedere estate,4860
4633480,sung,mclean,mullumbimby,2482
906121,rene,dimou,south yarra,3141
1700750,joaquin,bowditch,ingleside,2101
6411151,john,finnigan,blakehurst,2221
3445649,danielle,szarkowicz,blacktown,2148
6837142,julia,hansberry,alice springs,0870
1403033,treena,armistead,colac,3250
844612,paul,brockenshire,rockingham,6168
4019101,olibia,powell,paddington,4064
3806110,john,gallagher,bendigo,3550
4658081,sharon,xiong,torrensville,5031
275362,tony,segui,golden grove,5125
2954675,alistair,hayes,carine,6020
5977006,ashkan,howard,wembley,6014
2020272,robert,parzatka,manly,4179
335347,julie,caruana,drysdale,3222
4453303,elizabeth,kelly,woodford,4514
1504185,lyn,alvin,toowoomba,4350
3631263,leanne,onaszkiewicz,jandakot,6164
5796797,brian,rendevski,shepparton,3630
3951699,jeyakumari,hamilton,raymond terrace,2324
3331010,tanya,heuer,victor harbor,5211
4158403,alida,squires,neutral bay,2089
1438662,shirley,tennent,chatswood,2067
5067724,ireny,collie,hawthorn,3122
3126224,anthony,bechara,burwood,2134
4584411,michelle,salvano,eaglemont,3084
1651677,michelle,weppner,kapunda,5373
5608415,reginald,carmichael,wagga wagga,2650
1348581,holly,turner,vaucluse,2030
1704785,edith,askew,mount lawley,6050
2946024,winifred,wilson,prospect,5082
6878190,tomo,neal,loganholme,4129
4010992,william,king,stockton,2295
668662,sharyn,droegemueller,rose park,5067
